child_id,age_scaled,mean_daily_use_minutes,mean_daily_session_count,median_session_duration,mean_daily_app_openings,post_bedtime_use_ratio,school_use_ratio,games_share,social_share,entertainment_share,education_share,synthetic_pmu_severity
1,1.5,146.0657909698779,18.857142857142858,6.033909815376444,50.57142857142857,0.07430057508015966,0.04639544534377569,0.050055702592225894,0.07960197492363429,0.5361317015865592,0.04769190714821576,2.650279717306041
2,0.0,163.0692246904535,26.0,3.5507923729418085,63.285714285714285,0.1253221761270835,0.060557645854463826,0.23090171229864256,0.00019644241370757483,0.3972978208089515,0.32741134022322316,3.2044247065815554
3,-1.5,189.9869557507889,45.285714285714285,2.4857912994398097,111.0,0.14271140821732578,0.023230383121944295,0.06362984392600195,0.061655999625628705,0.0004067291030145721,0.4584001698308382,1.6621490987513963
4,0.0,184.06725907327987,43.57142857142857,2.1124618385992084,104.71428571428571,0.20248244982427435,0.09099663652537504,0.21506623151774887,0.10675200029553308,0.1778279421390039,0.17053308533519482,3.2783991679855453
5,-0.5,259.8363747795277,21.857142857142858,7.9630768101254255,50.857142857142854,0.03779308548193991,0.04517713951358135,0.043819554895621615,0.29818553775442486,0.22636907346616839,0.20000792296326383,3.136913659958057
6,1.0,239.35676386137817,33.0,4.062281774924068,76.71428571428571,0.08020177756612937,0.0896821983644178,0.1612984126974975,0.005980906887118597,0.43352758366747457,0.36851183131062015,2.7907365959209525
7,0.0,169.9574627855715,14.714285714285714,6.445771608451524,35.285714285714285,0.07073244084610127,0.02694922773608264,0.10884051360061418,0.3584463001265706,0.05457677461149215,0.3074443137342768,2.811714887057536
8,1.0,152.09722413397114,18.571428571428573,4.818438445993854,38.285714285714285,0.16153765122803476,0.038752265252540816,0.05939801830378284,0.0315718150565669,0.36336886033784493,0.4885256592615255,1.851198345370436
9,-1.0,160.3548872412395,32.714285714285715,2.6870485952979513,60.57142857142857,0.07204391777606099,0.06482978485487986,0.2188844912157194,0.10436861321224074,0.4588305753883655,0.17725522794015727,2.8300057098439604
10,1.0,200.45019836916063,25.285714285714285,5.251391479679859,60.0,0.14464548303904337,0.14198224184488656,0.16332822508065956,0.1301625760239975,0.09692076698635675,0.34183102831707735,4.021444477493732
11,-1.0,266.76686402812066,27.857142857142858,5.935697596430271,71.42857142857143,0.15023331558563133,0.0499911080286194,0.15656716006260266,0.31084223477639134,0.08973731295664894,0.27233848501040525,4.377818190434995
12,1.5,305.3571931064924,40.285714285714285,4.086544489649933,117.71428571428571,0.17200272489395407,0.017285150183403503,0.49467938863025657,0.07675465332847184,0.10065369398214437,0.20698678975602275,2.0278373828476126
13,0.5,157.13424430456894,13.142857142857142,6.9537050460008505,27.142857142857142,0.06450509099608175,0.1432587513714576,0.24305132373274607,0.2798353870731494,0.3218369777559362,0.13019207166457406,2.7571299150615065
14,1.0,193.2443080819133,30.285714285714285,4.222128793209583,75.71428571428571,0.1671352970994349,0.04132868791758183,0.5668614516525433,0.010063029261980772,0.16140670215688652,0.1281604500482935,3.63962122280232
15,0.5,249.6566556019154,33.142857142857146,5.517408524007086,75.42857142857143,0.17308017797048736,0.08947975662616417,0.5098646236606975,0.08214729343179884,0.08845535370251496,0.04630157581652034,4.198562493535622
16,-1.0,142.43644233950099,15.857142857142858,6.872790089426485,26.0,0.11906114807042217,0.03165390266505163,0.24876461380758697,0.07696554022772505,0.33983068751526146,0.11450950570795454,1.8933253709977442
17,-1.5,181.8666155174993,30.571428571428573,3.7730338461457382,58.142857142857146,0.11842067424385948,0.050713435942827435,0.1239743624421379,0.14802715262230579,0.12276319542098882,0.37222914948074937,4.169051188431533
18,-1.5,153.16218830970152,13.857142857142858,6.39817578646225,30.142857142857142,0.12894430846068725,0.10254759582765198,0.02953059752022449,0.06689905292034241,0.7189806729493179,0.10173277104310577,1.3660794324361705
19,0.0,158.7922113441886,17.714285714285715,4.85984449575022,37.857142857142854,0.040489372181527546,0.08155089486257797,0.04782841404236938,0.27476145532244645,0.21152779809741717,0.28845665887557553,1.5191619829758032
20,0.5,203.01081321504302,17.285714285714285,6.3585696712308994,41.42857142857143,0.11391492279611659,0.11956880662898388,0.27373830147047507,0.21150860737923718,0.06040941107231597,0.05105474526130683,3.9178921953419836
21,1.5,162.49953411231667,13.714285714285714,6.841005312310777,28.857142857142858,0.09692792141720748,0.11508695396364972,0.0211653466075095,0.5050365376597399,0.1278867559470832,0.09150748777546219,1.9657946435742515
22,-1.0,151.57971621716507,18.142857142857142,3.52904553730885,46.714285714285715,0.08506089576607738,0.023944893529663284,0.08608923285103742,0.3700554481224627,0.05817665658504726,0.11172623494143219,4.134827644546446
23,-1.0,174.0361200705265,33.285714285714285,3.487261414452145,81.71428571428571,0.0543121661740128,0.0990724259177083,0.28738355812981126,0.23551368824567925,0.004635280495290786,0.15021946895173077,3.3182601020588445
24,-1.5,140.24202583210155,18.285714285714285,4.41583048380925,33.42857142857143,0.0752733979682814,0.06983506108592534,0.0,0.2742837651375337,0.19017308249998732,0.4228056636965139,2.2931441837702033
25,0.0,191.93027917042951,29.571428571428573,4.3720612809119155,66.28571428571429,0.1402943622353062,0.06193945950846995,0.30120696352275467,0.12809183238812966,0.23609765034720023,0.07473204887427796,3.477659324060746
26,1.0,184.26829447968197,23.428571428571427,4.855906897267845,62.714285714285715,0.11119408388810212,0.036309449895426824,0.05915789216156067,0.1667938977341286,0.42078894257096366,0.22583180523658766,2.6446270596545283
27,-1.5,215.11376304510054,28.285714285714285,4.95765609929498,70.14285714285714,0.18640918543448262,0.05452027356599248,0.10921190016110335,0.15131027655068094,0.5664170977331418,0.07419629545870686,2.8878392464724314
28,-0.5,130.64083838755292,23.571428571428573,3.372999434872984,51.57142857142857,0.09681963244385716,0.1292914047498832,0.2955533750590403,0.14313836868829666,0.08690765766789706,0.4180667221144688,2.3994396250413836
29,-1.0,181.3930104782681,18.857142857142858,7.0691101130594305,43.285714285714285,0.08725388305666697,0.09626939517654858,0.10028353056744647,0.565455764835925,0.047641404002422984,0.22913247042093252,3.68034091234267
30,-1.0,149.38315327795448,19.428571428571427,3.6664622268866562,40.857142857142854,0.13874743964501465,0.10596608978573688,0.1726004360962576,0.18474899169430412,0.23657889123689654,0.24055050992150118,2.496093742691711
31,-1.5,177.9078452599476,19.0,5.460479871791215,32.857142857142854,0.07662928821072137,0.11499083446602143,0.10612813527349868,0.23430437525859205,0.47974557817931834,0.05488840980993057,3.963555500455951
32,-1.5,188.23677638992663,20.142857142857142,5.898682541572143,46.57142857142857,0.13134262691771606,0.1093987550617828,0.5492048440286561,0.08263145859404923,0.08711564281639221,0.12726719870782585,3.6176797754062875
33,-1.5,149.7434654017705,20.571428571428573,4.576621685056729,43.857142857142854,0.10491885882502416,0.06766514300869804,0.3892890561460092,0.0898149574893878,0.2054082315886186,0.2952779819331051,3.0209142919303487
34,1.5,133.27379695372193,14.0,3.733352860556243,36.857142857142854,0.07169481483898847,0.0070703549679848945,0.11732814179445841,0.13190044937922626,0.10983651404503496,0.464709792674785,2.930886292805633
35,0.0,173.5385808207263,17.428571428571427,5.764598797669344,38.714285714285715,0.08607457087582916,0.03557028801097752,0.11153977466158527,0.0010050703077103445,0.37885143807225796,0.11896824412454222,3.1877284362728995
36,1.5,97.72069612056633,35.57142857142857,2.0380642763571837,65.71428571428571,0.10155375123168327,0.024138719756174473,0.44444952299680357,0.08377183482086605,0.373705836895814,0.03277641245581994,1.8327560145486546
37,1.0,142.60008439591147,17.571428571428573,5.5463161794990805,36.857142857142854,0.06165498173996984,0.12365186951805048,0.2599453150317637,0.022592925378018627,0.48352352772457874,0.20449701830795972,2.503039576284757
38,-0.5,163.6167708149359,31.857142857142858,2.7567731246470872,75.71428571428571,0.09490142067016347,0.09090863202884346,0.273168077818527,0.1120936651557876,0.15602273076951698,0.22780330496644607,3.0036562745527413
39,-0.5,142.23781822448677,19.857142857142858,4.122196674148449,36.57142857142857,0.04767341762333569,0.045334176106021404,0.041007047325224984,0.03481403099688417,0.1643953443168734,0.32854197889566406,1.7126728045270228
40,1.0,124.82266337942686,24.571428571428573,3.4196795388290804,49.285714285714285,0.12977979575875817,0.033531638513208444,0.15263715643650344,0.44661795394523224,0.02538578645121122,0.1513420881548187,3.396748280401729
41,-1.0,150.57881500549811,33.0,2.7185913653449396,61.857142857142854,0.13759399755881221,0.10696244082256609,0.21915257807184593,0.5251488546319233,0.13664788519733548,0.08124565374123281,2.300251420440932
42,1.5,191.49339191685937,27.285714285714285,4.101366267951221,57.142857142857146,0.13738702543341358,0.03722070877991037,0.1582298099085857,0.16416813805363523,0.27616815407797607,0.08841931788679319,3.0580980547272674
43,1.0,121.69805086946461,23.571428571428573,3.1867385821436742,47.57142857142857,0.12251705590456585,0.07579709224260904,0.14802582619608393,0.0032090163008353326,0.27344061283416565,0.4811512916201302,2.0760933160402395
44,0.5,168.20751120553481,22.714285714285715,4.036863863084318,54.285714285714285,0.11755169121696357,0.06180011726698264,0.2775937500246183,0.07001157864280913,0.28968646097295475,0.23427284701038223,4.069567861364138
45,1.0,170.49623517436615,22.857142857142858,4.221561596191392,42.142857142857146,0.09650549241259444,0.039670568193249184,0.02951998477207186,0.3439085648816784,0.0909234078454508,0.2755788307874969,3.4490873591895657
46,-1.0,167.71574556825547,25.714285714285715,3.5848451452305157,54.714285714285715,0.10658254900079923,0.06871858252946104,0.00014017865693925506,0.4946637830668936,0.05951205887798086,0.43222939301291735,1.7678643420663178
47,0.0,246.34427535109674,21.285714285714285,5.499683786480168,53.857142857142854,0.1551062755764939,0.05437943243401708,0.18910117226173181,0.12102553146883693,0.4842474102381684,0.14793518026264907,2.273039876612927
48,-1.0,130.00651077071714,17.428571428571427,5.8299055268643,38.285714285714285,0.10926022840036803,0.0,0.010010594896416638,0.26271304049792243,0.07478066885215072,0.39203460899263814,2.274627558343492
49,-1.0,200.7579852969006,22.428571428571427,5.259155980180435,48.714285714285715,0.08426660441277994,0.06010949549300865,0.28944424642785554,0.06968632094050355,0.07881799509235782,0.4496608172795267,4.178046466291997
50,-0.5,182.23827690356475,15.714285714285714,6.89350034268246,35.42857142857143,0.054073027626199754,0.03772476412255522,0.03435560859558893,0.448721582023041,0.13953821208507464,0.29624077578216834,2.859346867873162
51,0.0,180.98625791157824,28.428571428571427,4.196530766351298,54.142857142857146,0.031391848141394244,0.06551940553091666,0.062017869658293805,0.11623768045794196,0.528099050649227,0.20410454984135298,3.2540324644682825
52,-0.5,173.76167188435153,18.0,5.965437732602769,40.857142857142854,0.06427346228795032,0.033830764275850744,0.1138349112585561,0.19239490953055702,0.011633324847903394,0.3045377197987539,3.0483531965791677
53,-0.5,152.55645018749874,30.428571428571427,3.1238032399660214,59.57142857142857,0.14381770516757647,0.05108290396701039,0.4080440893022431,0.09197777016742131,0.0648629549813395,0.24118218710608533,4.02100994281527
54,1.5,93.61700861217363,20.714285714285715,2.8504497494356373,43.714285714285715,0.06902025982196924,0.01910823612712951,0.37939486993268207,0.2017151942538414,0.11429942393632889,0.1709083083697913,1.7269310008714154
55,-1.0,128.18409443503822,16.285714285714285,4.839126462191064,39.0,0.10815616405702869,0.008356563491263472,0.0070327508433475905,0.5567887634137055,0.1502260591356735,0.16110711771180866,2.623304489273816
56,-0.5,147.061924731937,23.571428571428573,3.606631287352291,49.285714285714285,0.08189052873785158,0.04781752995400372,0.19385592405658478,0.07694501025234507,0.3598847252935711,0.002005643433634415,3.227823911150189
57,-1.5,144.2264870344015,21.714285714285715,4.743720650555497,44.857142857142854,0.08055012168826058,0.048142276063534224,0.1548648493156963,0.2909179803757456,0.33313296725588076,0.06912745979935583,2.416443952716384
58,-1.0,202.59668842520728,11.285714285714286,12.577887709757912,33.142857142857146,0.05903440891965341,0.0807646937174367,0.1671273848054495,0.12137278266460731,0.031538014611158315,0.5662293889619551,2.900065442879521
59,1.5,145.05470614996145,33.0,2.464487701604526,63.57142857142857,0.08283372667403432,0.046644891448627414,0.4925484805748473,0.09635594707378972,0.1972269654580055,0.08277765661705681,3.9504119545189624
60,-1.0,149.54911581401078,32.714285714285715,2.9347695568286656,56.142857142857146,0.15226875240400758,0.06495192505252312,0.4650397859625147,0.042897713374905916,0.32112189494873283,0.08567177821120402,4.003462712370304
61,0.5,146.73898275581482,18.428571428571427,5.5937759362586705,37.285714285714285,0.09939453785304216,0.07175001610629576,0.15466208021987324,0.2253441697087448,0.4626958828213007,0.09318977130278841,1.3906005391281822
